OrganizationNumber,OrganizationName,boro_name,Fax,Phone,URL,latitude,longitude,Census Tract,Address1,City,Postcode,focus1,focus2,focus3,focus4,focus5,focus6,focus7,focus8,focus9,focus10,focus11,focus12,focus13,focus14,fofcus15,focus16,focus17,focus18,focus19,focus20,focus21,focus22,focus23
1219,The New York Women's Foundation,QUEENS,2125647386,2122614586,http://www.nywf.org,40.753212,-73.997979,103,"434 W. 33rd Street, 8th Floor",New York,10001,Community Service & Volunteerism,Domestic Violence,Education,Health,Homelessness,Immigration,"Lesbian, Gay, Bisexual, and/or Transgender",Personal Finance & Financial Education,Victim Services,Youth Services,,,,,,,,,,,,,
1424,The New York Women's Foundation,STATENIS,2125647386,2122614586,http://www.nywf.org,40.753212,-73.997979,103,"434 W. 33rd Street, 8th Floor",New York,10001,Community Service & Volunteerism,Domestic Violence,Education,Health,Homelessness,Immigration,"Lesbian, Gay, Bisexual, and/or Transgender",Personal Finance & Financial Education,Victim Services,Youth Services,,,,,,,,,,,,,
1777,The New York Women's Foundation,BROOKLYN,2125647386,2122614586,http://www.nywf.org,40.753212,-73.997979,103,"434 W. 33rd Street, 8th Floor",New York,10001,Community Service & Volunteerism,Domestic Violence,Education,Health,Homelessness,Immigration,"Lesbian, Gay, Bisexual, and/or Transgender",Personal Finance & Financial Education,Victim Services,Youth Services,,,,,,,,,,,,,
1172,Brooklyn-Queens NOW,QUEENS,7182637638,7187690101,http://www.brooklynqueensnow.org,,,,P.O. 350-746,Brooklyn,11235,Community Service & Volunteerism,Domestic Violence,Education,Health,"Lesbian, Gay, Bisexual, and/or Transgender",,,,,,,,,,,,,,,,,,
1718,Brooklyn-Queens NOW,BROOKLYN,7182637638,7187690101,http://www.brooklynqueensnow.org,,,,P.O. 350-746,Brooklyn,11235,Community Service & Volunteerism,Domestic Violence,Education,Health,"Lesbian, Gay, Bisexual, and/or Transgender",,,,,,,,,,,,,,,,,,
179,Day One,BRONX,2125668121,2125668120,http://www.dayoneny.org,,,,P.O. Box 1507,New York,10013,Community Service & Volunteerism,Domestic Violence,Education,Legal Services,Victim Services,Youth Services,,,,,,,,,,,,,,,,,
878,Day One,MANHATTAN,2125668121,2125668120,http://www.dayoneny.org,,,,P.O. Box 1507,New York,10013,Community Service & Volunteerism,Domestic Violence,Education,Legal Services,Victim Services,Youth Services,,,,,,,,,,,,,,,,,
1284,Day One,QUEENS,2125668121,2125668120,http://www.dayoneny.org,,,,P.O. Box 1507,New York,10013,Community Service & Volunteerism,Domestic Violence,Education,Legal Services,Victim Services,Youth Services,,,,,,,,,,,,,,,,,
1481,Day One,STATENIS,2125668121,2125668120,http://www.dayoneny.org,,,,P.O. Box 1507,New York,10013,Community Service & Volunteerism,Domestic Violence,Education,Legal Services,Victim Services,Youth Services,,,,,,,,,,,,,,,,,
1846,Day One,BROOKLYN,2125668121,2125668120,http://www.dayoneny.org,,,,P.O. Box 1507,New York,10013,Community Service & Volunteerism,Domestic Violence,Education,Legal Services,Victim Services,Youth Services,,,,,,,,,,,,,,,,,
1113,ShebaUSA.org,QUEENS,7188805813,7186122577,http://www.sheba-usa.org,,,,"35-16, 87 street",NYC,11372,Community Service & Volunteerism,Domestic Violence,Health,Immigration,Youth Services,,,,,,,,,,,,,,,,,,
182,RightRides for Women's Safety,BRONX,,7185220822,http://www.rightrides.org,40.693244,-73.99066,9,"26 Court Street,  Suite 505",Brooklyn,11242,Community Service & Volunteerism,Domestic Violence,"Lesbian, Gay, Bisexual, and/or Transgender",,,,,,,,,,,,,,,,,,,,
881,RightRides for Women's Safety,MANHATTAN,,7185220822,http://www.rightrides.org,40.693244,-73.99066,9,"26 Court Street,  Suite 505",Brooklyn,11242,Community Service & Volunteerism,Domestic Violence,"Lesbian, Gay, Bisexual, and/or Transgender",,,,,,,,,,,,,,,,,,,,
1287,RightRides for Women's Safety,QUEENS,,7185220822,http://www.rightrides.org,40.693244,-73.99066,9,"26 Court Street,  Suite 505",Brooklyn,11242,Community Service & Volunteerism,Domestic Violence,"Lesbian, Gay, Bisexual, and/or Transgender",,,,,,,,,,,,,,,,,,,,
1849,RightRides for Women's Safety,BROOKLYN,,7185220822,http://www.rightrides.org,40.693244,-73.99066,9,"26 Court Street,  Suite 505",Brooklyn,11242,Community Service & Volunteerism,Domestic Violence,"Lesbian, Gay, Bisexual, and/or Transgender",,,,,,,,,,,,,,,,,,,,
390,Community Impact/Columbia University,MANHATTAN,,2128542617,,40.808144,-73.961858,203,"Columbia University, 105 Earl Hall, MC 2010",New York,10027,Community Service & Volunteerism,Education,Health,Homelessness,Youth Services,,,,,,,,,,,,,,,,,,
1158,"Centro Hispano ""Cuzcatlan""",QUEENS,7182986946,7182985083,,40.706177,-73.808209,238,148-13 Hillside Avenue,Jamaica,11435,Community Service & Volunteerism,Education,Health,Housing,Immigration,,,,,,,,,,,,,,,,,,
332,Just Food,MANHATTAN,2126459881,2126459880,http://www.justfood.org,40.756249,-73.969853,98,"208 East 51st Street, 4th floor",New York,10022,Community Service & Volunteerism,Education,Health,,,,,,,,,,,,,,,,,,,,
664,Momentum Project,MANHATTAN,2126912960,2126918100,http://www.momentumaidsproject.org,,,,322 Eighth Avenue,New York,,Community Service & Volunteerism,Education,Health,,,,,,,,,,,,,,,,,,,,
311,"Catholic Charities Community Service, Archdiocese of N Y",MANHATTAN,,2123711000,,40.757271,-73.963692,108,"1011 First Avenue, 6th fl.",New York,10022,Community Service & Volunteerism,Education,Homelessness,,,,,,,,,,,,,,,,,,,,
46,"Sigma Gamma Rho Sorority Inc., Theta Rho Sigma Chapter",BRONX,,3479871922,http://www.thetarhosigma.net,,,,PO Box 6206,BRONX,10451,Community Service & Volunteerism,Education,Professional Association,,,,,,,,,,,,,,,,,,,,
24,St. Raymond Community Outreach,BRONX,,,,40.840657,-73.85368,222,1720 Metropolitan Avenue,Bronx,10462,Community Service & Volunteerism,Education,Youth Services,,,,,,,,,,,,,,,,,,,,
315,Girl Scouts of the USA,MANHATTAN,2128526509,2128528000,,,,,420 Fifth Ave.,New York,,Community Service & Volunteerism,Education,Youth Services,,,,,,,,,,,,,,,,,,,,
555,Children for Children,MANHATTAN,2128504180,2128504170,http://www.childrenforchildren.org,40.753979,-73.979997,94,"6 East 43rd Street, 25th Floor",New York,10017,Community Service & Volunteerism,Education,Youth Services,,,,,,,,,,,,,,,,,,,,
653,Learning Leaders,MANHATTAN,2122130787,2122133370,http://www.learningleaders.org/,,,,"80 Maiden Lane, 11th Floor",New York,,Community Service & Volunteerism,Education,,,,,,,,,,,,,,,,,,,,,
1731,Good Orderly Directions House Incorporation,BROOKLYN,,3477777895,,40.688595,-73.949417,251,"534 Greene Avenue, 1A",Brooklyn,11233,Community Service & Volunteerism,Employment & Job Training,Homelessness,,,,,,,,,,,,,,,,,,,,
346,Support Center for Nonprofit Management,MANHATTAN,2129249544,2129246744,http://www.supportcenteronline.org,40.746817,-73.993655,95,305 Seventh Avenue,New York,10001,Community Service & Volunteerism,Employment & Job Training,,,,,,,,,,,,,,,,,,,,,
607,NARAL Pro-Choice New York,MANHATTAN,2123430114,6465203506,http://www.ProChoiceNY.org,40.745492,-73.982515,74,"470 Park Avenue South, 7th Floor",New York,10016,Community Service & Volunteerism,Health,Youth Services,,,,,,,,,,,,,,,,,,,,
667,Women At Risk,MANHATTAN,2123054420,2123059525,http://nyp.org/services/war/index.html,40.841278,-73.940212,251,601 W 168th St. #7 & 8,New York,10032,Community Service & Volunteerism,Health,,,,,,,,,,,,,,,,,,,,,
993,Forest Hills Volunteer Ambulance Corps,QUEENS,,7187932055,http://fhvac.org/index.php,,,,Po Box 750617,Forest Hills,,Community Service & Volunteerism,Health,,,,,,,,,,,,,,,,,,,,,
1003,Flushing Community Volunteer Ambulance Corps.,QUEENS,,7183834965,http://www.freewebs.com/fcvac/,,,,43-14 162nd St.,Flushing,,Community Service & Volunteerism,Health,,,,,,,,,,,,,,,,,,,,,
1014,Queens Library HealthLink,QUEENS,,7189905197,http://www.queenslibrary.org/index.aspx?page_nm=QL_HealthLink,,,,,Queens,,Community Service & Volunteerism,Health,,,,,,,,,,,,,,,,,,,,,
1100,Corona Community Volunteer Ambulance Corps,QUEENS,,7185927964,http://www.ccvac.org,,,,104-38 47th Avenue,Corona,,Community Service & Volunteerism,Health,,,,,,,,,,,,,,,,,,,,,
1722,Junior League of Brooklyn,BROOKLYN,,7186243288,http://www.brooklynjuniorleague.org/brooklyn/index.jsp,,,,55 Pierrepont St.,Brooklyn,,Community Service & Volunteerism,Health,,,,,,,,,,,,,,,,,,,,,
372,Robin Hood Foundation,MANHATTAN,2125640590,2122276601,http://www.robinhood.org,40.733326,-73.991077,61,826 Broadway,New York,10003,Community Service & Volunteerism,Homelessness,,,,,,,,,,,,,,,,,,,,,
573,New York City Coalition Against Hunger,MANHATTAN,,2128250028,http://www.nyccah.org/,,,,"16 Beaver Street, 3rd. Floor",New York,,Community Service & Volunteerism,Homelessness,,,,,,,,,,,,,,,,,,,,,
21,South Bronx Overall Economic Development Corporation,BRONX,,7185852600,,40.815959,-73.916354,71,"555 Bergen Avenue, 3rd Floor",Bronx,10455,Community Service & Volunteerism,Housing,,,,,,,,,,,,,,,,,,,,,
537,"Stryckers Bay Neighborhood Council, Inc.",MANHATTAN,,,,40.786667,-73.970479,173,"61 W 87th St, Basement",New York,10024,Community Service & Volunteerism,Housing,,,,,,,,,,,,,,,,,,,,,
1090,Central Astoria Local Development Coalition,QUEENS,,7187287820,http://www.centralastoria.org,,,,"28-27 Steinway Street, 2nd Fl.",Astoria,,Community Service & Volunteerism,Housing,,,,,,,,,,,,,,,,,,,,,
196,Girl Scout Council of Greater New York,BRONX,2126454599,2126454000,http://www.girlscoutsnyc.org,40.74217,-73.991021,58,43 West 23rd Street,New York,10010,Community Service & Volunteerism,Personal Finance & Financial Education,Youth Services,,,,,,,,,,,,,,,,,,,,
895,Girl Scout Council of Greater New York,MANHATTAN,2126454599,2126454000,http://www.girlscoutsnyc.org,40.74217,-73.991021,58,43 West 23rd Street,New York,10010,Community Service & Volunteerism,Personal Finance & Financial Education,Youth Services,,,,,,,,,,,,,,,,,,,,
1300,Girl Scout Council of Greater New York,QUEENS,2126454599,2126454000,http://www.girlscoutsnyc.org,40.74217,-73.991021,58,43 West 23rd Street,New York,10010,Community Service & Volunteerism,Personal Finance & Financial Education,Youth Services,,,,,,,,,,,,,,,,,,,,
1496,Girl Scout Council of Greater New York,STATENIS,2126454599,2126454000,http://www.girlscoutsnyc.org,40.74217,-73.991021,58,43 West 23rd Street,New York,10010,Community Service & Volunteerism,Personal Finance & Financial Education,Youth Services,,,,,,,,,,,,,,,,,,,,
1863,Girl Scout Council of Greater New York,BROOKLYN,2126454599,2126454000,http://www.girlscoutsnyc.org,40.74217,-73.991021,58,43 West 23rd Street,New York,10010,Community Service & Volunteerism,Personal Finance & Financial Education,Youth Services,,,,,,,,,,,,,,,,,,,,
1072,Rockaway Development & Revitalization Corporation,QUEENS,,7183275300,,40.603907,-73.752262,103202,"1920 Mott Avenue, 2nd Fl",Far Rockaway,11691,Community Service & Volunteerism,Personal Finance & Financial Education,,,,,,,,,,,,,,,,,,,,,
434,Step Up Women's Network,MANHATTAN,2125040831,6468333021,http://www.suwn.org,40.728561,-73.999939,65,"159 Bleecker Street, Suite 2B",New York,10012,Community Service & Volunteerism,Professional Association,Youth Services,,,,,,,,,,,,,,,,,,,,
403,Association of Junior Leagues International,MANHATTAN,2124817196,2129518300,http://www.ajli.org,40.707116,-74.007329,7,80 Maiden Lane Room 305,New York,10038,Community Service & Volunteerism,Professional Association,,,,,,,,,,,,,,,,,,,,,
701,The White House Project,MANHATTAN,,2122614400,http://www.thewhitehouseproject.org,40.753212,-73.997979,103,434 W. 33rd Street,NYC,10028,Community Service & Volunteerism,Professional Association,,,,,,,,,,,,,,,,,,,,,
546,American Friends Service Committee,MANHATTAN,2125294603,2125980950,http://www.afsc.org/nymetro/,40.733652,-73.985051,48,15 Rutherford Place,New York,10003,Community Service & Volunteerism,Youth Services,,,,,,,,,,,,,,,,,,,,,
648,New York Junior League,MANHATTAN,,2122886220,http://www.nyjl.org,40.775871,-73.958966,140,130 East 80th Street,New York,10021,Community Service & Volunteerism,Youth Services,,,,,,,,,,,,,,,,,,,,,
1013,Southern Queens Park Association,QUEENS,,,,40.686284,-73.768455,426,177-01 Baisley Boulevard,Rochdale Village,11434,Community Service & Volunteerism,Youth Services,,,,,,,,,,,,,,,,,,,,,
219,Mayor's Volunteer Center,BRONX,,2126399675,http://www.nyc.gov/html/mvc/html/home/home.shtml,,,,,New York,,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
918,Mayor's Volunteer Center,MANHATTAN,,2126399675,http://www.nyc.gov/html/mvc/html/home/home.shtml,,,,,New York,,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
1323,Mayor's Volunteer Center,QUEENS,,2126399675,http://www.nyc.gov/html/mvc/html/home/home.shtml,,,,,New York,,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
1519,Mayor's Volunteer Center,STATENIS,,2126399675,http://www.nyc.gov/html/mvc/html/home/home.shtml,,,,,New York,,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
1886,Mayor's Volunteer Center,BROOKLYN,,2126399675,http://www.nyc.gov/html/mvc/html/home/home.shtml,,,,,New York,,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
164,American Red Cross,BRONX,2128752309,8777332767,http://www.nyredcross.org,40.764578,-73.993509,129,520 West 49th Street,New York,10019,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
329,Hope for New York,MANHATTAN,,2128084460,http://www.hfny.org,,,,"1359 Broadway, Suite 410",New York,,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
331,"St. Matthews & St. Timothys Neighborhood Center, Inc.",MANHATTAN,,,,40.784358,-73.971224,169,26 West 84th Street,New York,10024,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
339,"Eastern Queens Alliance, Inc.",MANHATTAN,,2126780037,,40.812652,-73.955623,20901,443 West 125th Street,New York,10027,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
375,Common Cause New York,MANHATTAN,2128071809,2126916421,http://www.commoncause.org/states/newyork,40.725248,-74.004412,37,"155 Avenue of the Americas, 4th Fl",New York,10013,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
398,City Harvest,MANHATTAN,,9173518700,http://www.cityharvest.org,40.754952,-73.991467,115,"575 8th Avenue, 4th Floor",New York,10018,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
453,"Henry Street Settlement, Inc.",MANHATTAN,,2127669200,,40.713857,-73.984532,202,265 Henry Street,New York,10002,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
531,Center for Urban Community Services (CUCS),MANHATTAN,,2128013300,http://www.cucs.org,40.801192,-73.937831,196,198 E 121st Street,New York,10035,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
606,"National Council of Jewish Women, Inc.",MANHATTAN,2126457466,2126454048,http://www.ncjw.org,,,,53 West 23 St.,New York,,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
630,Women's City Club of New York,MANHATTAN,2122284665,2123538070,http://www.wccny.org,40.746869,-73.993616,95,307 Seventh Avenue,New York,10001,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
647,Hunger Action Network of New York State,MANHATTAN,2127417236,2127418192,http://www.hungeractionnys.org/,,,,"260 West 36th Street, Suite 504",New York,,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
674,New York Cares,MANHATTAN,2122286414,2122285000,http://www.nycares.org,,,,"214 West 29th Street, 5th Floor",New York,,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
741,Asian American Federation of New York,MANHATTAN,2123445636,2123445878,http://www.aafny.org,40.70438,-74.006427,7,"120 Wall Street, 3rd Floor",New York,10005,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
863,American Red Cross,MANHATTAN,2128752309,8777332767,http://www.nyredcross.org,40.764578,-73.993509,129,520 West 49th Street,New York,10019,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
1024,Alley Pond Environmental Center,QUEENS,7182290376,7182294000,http://www.alleypond.com,40.762929,-73.753865,138502,228-06 Northern Boulevard,Douglaston,11363,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
1026,College Point Community Ambulance Corps,QUEENS,,7183530199,,,,,123-06 18th Ave.,College Point,,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
1053,Goodwill Industries of Greater New York,QUEENS,,7187776315,,40.774582,-73.932957,87,4-21 27th Avenue,Astoria,11102,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
1104,Bay Community Volunteer Ambulance Corps,QUEENS,7183522080,7183522080,http://bcvac.org/,,,,PO Box 610540,Bayside,,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
1108,Kiwanis International,QUEENS,7188680229,7188680229,http://www.kiwanis.org/,,,,2324 Healy Ave,Far Rockaway,,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
1121,Asian Indian Immigrant Experience,QUEENS,,7187856355,,,,,"84-10,120th street,1F",Kew gardens,11415,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
1269,American Red Cross,QUEENS,2128752309,8777332767,http://www.nyredcross.org,40.764578,-73.993509,129,520 West 49th Street,New York,10019,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
1469,American Red Cross,STATENIS,2128752309,8777332767,http://www.nyredcross.org,40.764578,-73.993509,129,520 West 49th Street,New York,10019,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
1586,"Homecrest Community Services, Inc",BROOKLYN,7183764124,7183764036,http://www.homecrest.org,40.60102,-73.957543,556,1413 Avenue T,Brooklyn,11229,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
1591,Community Service Center Area IV,BROOKLYN,,7185740873,,40.691765,-73.928327,387,"518 Van Buren Street, Grd.flr.",Brooklyn,11221,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
1606,St. Nicholas Neighborhood Preservation Corporation,BROOKLYN,,,,40.713264,-73.937387,481,"11 Catherine Street, 3rd Fl",Brooklyn,11211,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
1640,St. John’s Bread and Life,BROOKLYN,7184557796,7185740058,http://www.breadandlife.org/,40.690209,-73.92901,387,795 Lexington Avenue,Brooklyn,11221,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
1662,Grassroots Organizations Operating Together In Sisterhood Inc.,BROOKLYN,,,,40.712105,-73.945709,503,249 Manhattan Avenue,Brooklyn,11211,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
1675,Pratt Institute Center for Community Development (PICCED),BROOKLYN,,7186363486,http://prattcenter.net,40.690074,-73.962747,193,379 DeKalb Avenue,New York,11205,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
1831,American Red Cross,BROOKLYN,2128752309,8777332767,http://www.nyredcross.org,40.764578,-73.993509,129,520 West 49th Street,New York,10019,Community Service & Volunteerism,,,,,,,,,,,,,,,,,,,,,,
