Protest,Region,Country,Location,Start_day,Start_month,Start_year,End_day,End_month,End_year,Protester_violence,Protester_identity,Protester_demand,State_response_level,State_response,,Participants_estimate,Participants_low,Participants_high,Participants_average
1468,Europe,Russia,Moscow,26,6,2011,26,6,2011,0,supporters of Mikhail B. Khodorkovsky,"political behavior, process",4,arrests,,2000-4999,2000,4999,3500
1469,Europe,Russia,Moscow,2,4,2012,2,4,2012,0,unspecified,"political behavior, process",4,arrests,,2000-4999,2000,4999,3500
1470,Europe,Russia,Moscow,17,8,2012,17,8,2012,0,supporters of Pussy Riot,"political behavior, process",4,arrests,,2000-4999,2000,4999,3500
1472,Europe,Russia,Moscow,8,2,2014,8,2,2014,0,protesters,"political behavior, process",4,arrests,,2000-4999,2000,4999,3500
1473,Europe,Russia,Moscow,2,11,2014,2,11,2014,0,doctors,"political behavior, process",2,ignore,,100-999,100,999,550
1478,Europe,Russia,Moscow,24,3,2018,24,3,2018,0,protesters,land farm issue,4,arrests,,100-999,100,999,550
1479,Europe,Russia,Moscow,17,4,2018,17,4,2018,0,Activists,social restrictions,2,ignore,,100-999,100,999,550
1480,Europe,Russia,Moscow,15,7,2018,15,7,2018,0,workers ,labor wage dispute,2,ignore,,100-999,100,999,550
1484,Europe,Russia,Moscow,21,8,2010,21,8,2010,0,Khimki Forest protectors,land farm issue,2,ignore,,100-999,100,999,550
1486,Europe,Russia,Moscow,6,5,2012,16,5,2012,0,Occupy Abai,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1487,Europe,Russia,Moscow,15,12,2012,15,12,2012,0,the Left Front,"political behavior, process",4,arrests,,100-999,100,999,550
1488,Europe,Russia,Moscow,27,10,2013,27,10,2013,0,opposition supporters,"political behavior, process",2,ignore,,100-999,100,999,550
1489,Europe,Russia,Moscow,30,12,2014,30,12,2014,0,"protesters, opposition supporters, Navalny supporters","political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1492,Europe,Russia,Moscow,30,4,2018,30,4,2018,0,Libertarian Party,social restrictions,2,ignore,,100-999,100,999,550
1493,Europe,Russia,Moscow,15,3,2019,15,3,2019,0,internet freedom activists,social restrictions,2,ignore,,100-999,100,999,550
1496,Europe,Russia,Moscow,31,10,2010,31,10,2010,0, Strategy 31  movement,"political behavior, process",4,arrests,,100-999,100,999,550
1498,Europe,Russia,Moscow,16,5,2012,16,5,2012,0,unspecified,"political behavior, process",4,arrests,,100-999,100,999,550
1499,Europe,Russia,Moscow,5,5,2013,5,5,2013,0,unspecified,"political behavior, process",2,ignore,,100-999,100,999,550
1500,Europe,Russia,Moscow,6,9,2015,6,9,2015,0,protesters,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1501,Europe,Russia,Moscow,31,5,2009,31,5,2009,0,National Bolshevik Party,"political behavior, process",4,arrests,,>10000,10000,10000,10000
1502,Europe,Russia,Moscow,12,10,2009,12,10,2009,0,Solidarity Movement,"political behavior, process",4,arrests,,>10000,10000,10000,10000
1503,Europe,Russia,Moscow,1,1,2010,1,1,2010,0,unspecified,"political behavior, process",4,arrests,,>10000,10000,10000,10000
1506,Europe,Russia,Moscow,2,8,2010,2,8,2010,0,Defenders of the Khimki Forest,land farm issue,4,arrests,,>10000,10000,10000,10000
1507,Europe,Russia,Moscow,31,8,2010,31,8,2010,0, Strategy 31  movement,"political behavior, process",4,arrests,,>10000,10000,10000,10000
1508,Europe,Russia,Moscow,7,10,2010,7,10,2010,0,unspecified,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1509,Europe,Russia,Moscow,15,12,2010,15,12,2010,0,supporters of Mikhail B. Khodorkovsky,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1510,Europe,Russia,Moscow,27,12,2010,27,12,2010,0,supporters of Mikhail B. Khodorkovsky,"political behavior, process",4,arrests,,>10000,10000,10000,10000
1512,Europe,Russia,Moscow,1,2,2011,1,2,2011,0,Moscow Helsinki Group,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1514,Europe,Russia,Moscow,13,10,2011,13,10,2011,0,scientists,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1516,Europe,Russia,Moscow,29,12,2011,29,12,2011,0,opposition groups,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1517,Europe,Russia,Moscow,31,12,2011,31,12,2011,0, Strategy 31  movement,"political behavior, process",4,arrests,,>10000,10000,10000,10000
1518,Europe,Russia,Moscow,18,3,2012,18,3,2012,0,unspecified,"political behavior, process",4,arrests,,>10000,10000,10000,10000
1521,Europe,Russia,Moscow,1,5,2012,1,5,2012,0,Communist party,"political behavior, process",2,ignore,,>10000,10000,10000,10000
1522,Europe,Russia,Moscow,7,5,2012,8,5,2012,0,unspecified,"political behavior, process",4,arrests,,>10000,10000,10000,10000
1524,Europe,Russia,Moscow,21,2,2014,21,2,2014,0,protesters,"political behavior, process",4,arrests,,5000-10000,5000,10000,7500
1525,Europe,Russia,Moscow,24,2,2014,24,2,2014,0,protesters,"political behavior, process",3,crowd_dispersal,,5000-10000,5000,10000,7500
1526,Europe,Russia,Moscow,24,2,2014,24,2,2014,0,protesters,"political behavior, process",3,crowd_dispersal,,5000-10000,5000,10000,7500
1527,Europe,Russia,Moscow,2,3,2014,2,3,2014,0,anti troops in Ukraine protesters,"political behavior, process",3,crowd_dispersal,,5000-10000,5000,10000,7500
1529,Europe,Russia,Moscow,4,12,2015,4,12,2015,0,truckers,"price increases, tax policy",2,ignore,,5000-10000,5000,10000,7500
1533,Europe,Russia,Moscow,23,7,2017,23,7,2017,0,protesters,social restrictions,2,ignore,,50-99,50,99,75
1535,Europe,Russia,Moscow,5,11,2017,5,11,2017,0,Artpodgotovka,removal of politician,4,arrests,,50-99,50,99,75
1537,Europe,Russia,Moscow,15,8,2018,15,8,2018,0,March of the Mothers,police brutality,2,ignore,,50-99,50,99,75
1540,Europe,Russia,Moscow,24,12,2011,24,12,2011,0,opposition groups,removal of politician,2,ignore,,50-99,50,99,75
1541,Europe,Russia,Moscow,4,2,2012,4,2,2012,0,opposition groups,"political behavior, process",2,ignore,,50-99,50,99,75
1542,Europe,Russia,Moscow,26,2,2012,26,2,2012,0,unspecified,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1544,Europe,Russia,Moscow,12,6,2012,12,6,2012,0,opposition groups,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1545,Europe,Russia,Moscow,15,9,2012,15,9,2012,0,opposition groups,"political behavior, process",2,ignore,,1000-1999,1000,1999,1500
1546,Europe,Russia,Moscow,13,1,2013,13,1,2013,0,unspecified,"political behavior, process",2,ignore,,100-999,100,999,550
1547,Europe,Russia,Moscow,15,3,2014,15,3,2014,0,protesters,"political behavior, process",2,ignore,,100-999,100,999,550
1549,Europe,Russia,Moscow,1,3,2015,1,3,2015,0,protesters,"political behavior, process",2,ignore,,100-999,100,999,550
1550,Europe,Russia,Moscow,27,2,2016,27,2,2016,0,opposition supporters,"political behavior, process",2,ignore,,100-999,100,999,550
1551,Europe,Russia,Moscow,26,2,2017,26,2,2017,0,opposition supporters,removal of politician,2,ignore,,>10000,10000,10000,10000
1554,Europe,Russia,Moscow,14,5,2017,14,6,2017,0,women,land farm issue,2,ignore,,5000-10000,5000,10000,7500
1483,Europe,Russia,Moscow,31,5,2010,31,5,2010,0,Other Russia,"political behavior, process",4,arrests,,5000-10000,5000,10000,7500
1485,Europe,Russia,Moscow,5,12,2011,7,12,2011,0,Solidarity Movement,"political behavior, process",4,arrests,,5000-10000,5000,10000,7500
1511,Europe,Russia,Moscow,1,1,2011,1,1,2011,0,unspecified,"political behavior, process",4,arrests,,5000-10000,5000,10000,7500
1513,Europe,Russia,Moscow,31,3,2011,31,3,2011,0, Strategy 31  movement,"political behavior, process",4,arrests,,5000-10000,5000,10000,7500
1515,Europe,Russia,Moscow,4,11,2011,4,11,2011,0,opposition leaders,"political behavior, process",4,arrests,,50-99,50,99,75
1543,Europe,Russia,Moscow,5,3,2012,5,3,2012,0,opposition groups,"political behavior, process",4,arrests,,50-99,50,99,75
1482,Europe,Russia,Moscow,31,1,2009,31,1,2009,0,"Russian Communist Party, Bolshevik Party","price increases, tax policy",4,arrests,,2000-4999,2000,4999,3500
1548,Europe,Russia,Moscow,21,9,2014,21,9,2014,0,"protesters, opposition supporters, anarchists, monarchist nationalists","political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1491,Europe,Russia,Moscow,7,10,2017,7,10,2017,0,opposition,removal of politician,4,arrests,,1000-1999,1000,1999,1500
1552,Europe,Russia,Moscow,26,3,2017,2,4,2017,0,protesters,"political behavior, process",4,arrests,,1000-1999,1000,1999,1500
1532,Europe,Russia,Moscow,9,8,2016,9,8,2016,0,activists,"political behavior, process",2,ignore,,1000-1999,1000,1999,1500
108,Europe,Bosnia,Mostar,11,10,2018,11,10,2018,0,Croat nationalists,"political behavior, process",2,ignore,,1000-1999,1000,1999,1500
997,Europe,Ireland,Mullingar,17,1,2015,17,1,2015,0,Irish Nurses and Midwives Organization,labor wage dispute,2,ignore,,100-999,100,999,550
509,Europe,Germany,Munich,6,5,2013,6,5,2013,0,anti racists demonstrators,"political behavior, process",2,ignore,,100-999,100,999,550
729,Europe,Germany,Munich,4,10,2018,4,10,2018,0,anti hate activists,"political behavior, process",2,ignore,,100-999,100,999,550
428,Europe,France,Nanterre,16,4,2018,16,4,2018,0,activists,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
321,Europe,France,Nantes,2,6,2016,2,6,2016,0,protesters,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
427,Europe,France,Nantes,9,4,2018,15,4,2018,1,anarchists,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
307,Europe,France,Nantes,1,11,2014,1,11,2014,1,eco protesters,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1161,Europe,Italy,Naples,1,12,2016,1,12,2016,0,activists,"political behavior, process",2,ignore,,100-999,100,999,550
97,Europe,Belgium,national,15,12,2014,15,12,2014,1,"unions, workers","political behavior, process",2,ignore,,100-999,100,999,550
8,Europe,Albania,national,14,11,2013,15,11,2013,0,protesters,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
24,Europe,Albania,national,5,4,2018,5,4,2018,0,opposition,"price increases, tax policy",2,ignore,,5000-10000,5000,10000,7500
65,Europe,Azerbaijan,national,15,1,2016,5,4,2016,0,protesters,"price increases, tax policy",2,ignore,,5000-10000,5000,10000,7500
81,Europe,Belarus,national,8,3,2018,8,3,2018,0,women,social restrictions,2,ignore,,100-999,100,999,550
112,Europe,Bosnia,national,4,2,2014,7,2,2014,1,protesters,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
113,Europe,Bosnia,national,10,2,2014,10,2,2014,0,protesters,"political behavior, process",2,ignore,,100-999,100,999,550
129,Europe,Bulgaria,national,11,11,2018,11,11,2018,0,protesters,"price increases, tax policy",2,ignore,,5000-10000,5000,10000,7500
279,Europe,Czech Republic,national,9,4,2018,9,4,2018,0,protesters,removal of politician,2,ignore,,5000-10000,5000,10000,7500
353,Europe,France,national,10,2,2011,10,2,2011,0,magistrates and police officers,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
355,Europe,France,national,17,11,2012,17,11,2012,0,gay marriage opponents,social restrictions,2,ignore,,5000-10000,5000,10000,7500
357,Europe,France,national,30,9,2014,30,9,2014,0,protesters,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
359,Europe,France,national,10,12,2014,10,12,2014,0,lawyers and auctioneers,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
393,Europe,France,national,1,10,2014,1,10,2014,1,Zadistes,"political behavior, process",2,ignore,,50-99,50,99,75
394,Europe,France,national,2,11,2014,2,11,2014,1,Zadistes,"political behavior, process",4,arrests,,50-99,50,99,75
424,Europe,France,national,12,1,2018,23,1,2018,1,prison guards,labor wage dispute,3,crowd_dispersal,,2000-4999,2000,4999,3500
430,Europe,France,national,3,12,2018,3,12,2018,0,students,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
431,Europe,France,national,10,12,2018,10,12,2018,0,students,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
434,Europe,France,national,29,1,2009,29,1,2009,0,labor unions,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
435,Europe,France,national,19,3,2009,19,3,2009,1,conf d ration g n rale du travail  CGT ,labor wage dispute,4,arrests,,2000-4999,2000,4999,3500
436,Europe,France,national,1,5,2009,1,5,2009,0,labor unions,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
437,Europe,France,national,25,5,2009,25,5,2009,0,dairy farmers,"price increases, tax policy",2,ignore,,2000-4999,2000,4999,3500
438,Europe,France,national,27,5,2010,27,5,2010,0,labor unions,labor wage dispute,2,ignore,,2000-4999,2000,4999,3500
440,Europe,France,national,23,9,2010,23,9,2010,0,labor unions,labor wage dispute,2,ignore,,2000-4999,2000,4999,3500
441,Europe,France,national,12,10,2010,12,10,2010,0,labor unions,labor wage dispute,2,ignore,,2000-4999,2000,4999,3500
442,Europe,France,national,16,10,2010,16,10,2010,0,labor unions,labor wage dispute,2,ignore,,2000-4999,2000,4999,3500
443,Europe,France,national,19,10,2010,19,10,2010,0,labor unions,labor wage dispute,2,ignore,,2000-4999,2000,4999,3500
444,Europe,France,national,28,10,2010,28,10,2010,0,labor unions,labor wage dispute,2,ignore,,1000-1999,1000,1999,1500
445,Europe,France,national,14,11,2012,14,11,2012,0,labor unions,"price increases, tax policy",2,ignore,,100-999,100,999,550
448,Europe,France,national,6,3,2013,6,3,2013,0,labor unions,labor wage dispute,2,ignore,,100-999,100,999,550
459,Europe,France,national,17,3,2016,17,3,2016,0,French young people,labor wage dispute,2,ignore,,100-999,100,999,550
465,Europe,France,national,1,5,2017,1,5,2017,1,labor unions,labor wage dispute,3,crowd_dispersal,,100-999,100,999,550
467,Europe,France,national,22,3,2018,22,3,2018,0,workers; railway workers,labor wage dispute,2,ignore,,100-999,100,999,550
468,Europe,France,national,19,4,2018,19,4,2018,1,students; workers,labor wage dispute,3,crowd_dispersal,,100-999,100,999,550
472,Europe,France,national,17,11,2018,18,11,2018,1,Yellow Vest,"price increases, tax policy",3,crowd_dispersal,,100-999,100,999,550
473,Europe,France,national,19,11,2018,19,11,2018,1,Yellow Vest,"price increases, tax policy",3,crowd_dispersal,,100-999,100,999,550
486,Europe,France,national,5,2,2019,5,2,2019,0,Yellow Vest; workers,"price increases, tax policy",2,ignore,,100-999,100,999,550
833,Europe,Greece,national,22,7,2015,22,7,2015,0,Pame  communist aligned union group ,"political behavior, process",2,ignore,,100-999,100,999,550
835,Europe,Greece,national,3,12,2015,3,12,2015,0,workers,"political behavior, process",2,ignore,,100-999,100,999,550
840,Europe,Greece,national,11,2,2015,11,2,2015,0,anti austerity protesters,"political behavior, process",2,ignore,,100-999,100,999,550
843,Europe,Greece,national,21,1,2016,21,1,2016,0,farmers,labor wage dispute,2,ignore,,>10000,10000,10000,10000
916,Europe,Greece,national,4,2,2016,4,2,2016,1,protesters,labor wage dispute,3,crowd_dispersal,,>10000,10000,10000,10000
995,Europe,Ireland,national,9,11,2014,10,11,2014,0,Irish Farmers Association  IFA  ,"price increases, tax policy",1,accomodate,,>10000,10000,10000,10000
1021,Europe,Ireland,national,27,10,2014,28,10,2014,0,Irish Farmers Association  IFA ,labor wage dispute,2,ignore,,>10000,10000,10000,10000
1062,Europe,Ireland,national,24,8,2014,24,8,2014,0,National Bus and Rail Union  NBRU  and SIPTU,labor wage dispute,2,ignore,,5000-10000,5000,10000,7500
1106,Europe,Ireland,national,11,3,2014,11,3,2014,0,Teacher? s Union of Ireland  TUI  and ASTI,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
1108,Europe,Ireland,national,1,11,2014,1,11,2014,0,anti austerity alliance,"price increases, tax policy",2,ignore,,5000-10000,5000,10000,7500
1110,Europe,Ireland,national,31,1,2015,31,1,2015,0,protesters,"price increases, tax policy",4,arrests,,50-99,50,99,75
1164,Europe,Italy,national,1,1,2018,9,1,2018,0,protesters,social restrictions,2,ignore,,50-99,50,99,75
1180,Europe,Italy,national,16,1,2016,16,1,2016,0,gay rights activists,social restrictions,2,ignore,,50-99,50,99,75
1190,Europe,Kosovo,national,21,4,2013,21,4,2013,0,Serbians,"political behavior, process",2,ignore,,50-99,50,99,75
1337,Europe,Poland,national,12,12,2015,12,12,2015,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1338,Europe,Poland,national,19,12,2015,19,12,2015,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1359,Europe,Poland,national,17,1,2018,17,1,2018,0,Polish Women s Strike,social restrictions,2,ignore,,50-99,50,99,75
1381,Europe,Romania,national,15,9,2010,15,9,2010,1,"medical workers, taxi drivers and civil servants","political behavior, process",3,crowd_dispersal,,50-99,50,99,75
1391,Europe,Romania,national,3,11,2014,3,11,2014,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1430,Europe,Romania,national,4,11,2015,4,11,2015,0,protesters,"political behavior, process",1,accomodate,,2000-4999,2000,4999,3500
1432,Europe,Romania,national,31,1,2017,31,1,2017,0,anti corruption protesters,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1445,Europe,Romania,national,7,5,2018,7,5,2018,0,health workers,labor wage dispute,2,ignore,,2000-4999,2000,4999,3500
1446,Europe,Romania,national,12,5,2018,12,5,2018,0,activists,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1463,Europe,Russia,national,29,4,2017,29,4,2017,1,Open Russia,"political behavior, process",4,arrests,,2000-4999,2000,4999,3500
1465,Europe,Russia,national,27,3,2018,27,3,2018,0,protesters,removal of politician,2,ignore,,2000-4999,2000,4999,3500
1466,Europe,Russia,national,9,9,2018,9,9,2018,0,workers,labor wage dispute,4,arrests,,2000-4999,2000,4999,3500
