Region,Country,Location,Start Day,Start Month,Start Year,End Day,End Month,End Year,Protester Violence,Participants,Participants-estimated,Protester Identity,Protester Demand,State Response 1,State Response 2,Participants,,
Europe,Italy,"Rome, Palermo, Milan, Turin, Naples",22,12,2010,22,12,2010,1,>10000,,students,"political behavior, process",crowd dispersal,,>10000,,
Europe,Italy,"Milan, Florence",29,1,2011,29,1,2011,0,2000-4999,,demonstrators,removal of politician,ignore,,2000-4999,,
Europe,Italy,nationwide,13,2,2011,13,2,2011,0,>10000,,"women, Italian General Confederation of Labor",removal of politician,ignore,,>10000,,
Europe,Italy,Milan,6,4,2011,6,4,2011,0,50-99,,anti Berlusconi demonstrators,removal of politician,crowd dispersal,,50-99,,
Europe,Italy,Val di Susa,1,7,2011,1,7,2011,1,>10000,,activists,land farm issue,crowd dispersal,arrests,>10000,,
Europe,Italy,Milan,29,8,2011,29,8,2011,0,100-999,,mayors,"political behavior, process",accomodation,,100-999,,
Europe,Italy,nationwide,6,9,2011,6,9,2011,0,>10000,,GCIL  labor union ,"political behavior, process",crowd dispersal,,>10000,,
Europe,Italy,Rome,14,9,2011,14,9,2011,1,50-99,,protesters,"political behavior, process",crowd dispersal,,50-99,,
Europe,Italy,Rome,15,10,2011,15,10,2011,1,>10000,,"Italians, youth","political behavior, process",crowd dispersal,arrests,>10000,,
Europe,Italy,nationwide,18,11,2011,18,11,2011,1,50-99,,"students, Italians","political behavior, process",crowd dispersal,,50-99,,
Europe,Italy,nationwide,13,3,2012,13,3,2012,0,50-99,,"cyclists, bloggers","political behavior, process",ignore,,50-99,,
Europe,Italy,Rome,13,4,2012,13,4,2012,0,2000-4999,,union members,labor wage dispute,ignore,,2000-4999,,
Europe,Italy,Rome,16,6,2012,16,6,2012,0,>10000,,three largest labor unions,"price increases, tax policy",ignore,,>10000,,
Europe,Italy,Venice,6,10,2012,6,10,2012,0,2000-4999,,Indipendenza Veneta,"political behavior, process",crowd dispersal,,2000-4999,,
Europe,Italy,nationwide,14,11,2012,14,11,2012,1,>10000,,labor & trade unions,"political behavior, process",crowd dispersal,,>10000,,
Europe,Italy,Rome,21,4,2013,21,4,2013,0,100-999,,"Grillo s supporters, Five Star Movement","political behavior, process",ignore,,100-999,,
Europe,Italy,Rome,10,7,2013,10,7,2013,0,50-99,,Senators & MPs from Five Star Movement,"political behavior, process",ignore,,50-99,,
Europe,Italy,Rome,4,8,2013,4,8,2013,0,50-99,,supporters of Berlusconi,"political behavior, process",ignore,,50-99,,
Europe,Italy,Gela Refinery,9,7,2014,9,7,2014,1,50-99,,Eni refinery workers,labor wage dispute,ignore,,50-99,,
Europe,Italy,Rome,3,10,2014,3,10,2014,0,50-99,,opera orchestra musicians and chorus singers,labor wage dispute,ignore,,50-99,,
Europe,Italy,Milan,18,10,2014,18,10,2014,0,>10000,,Lega Nord,"political behavior, process",ignore,,>10000,,
Europe,Italy,Rome,19,10,2014,19,10,2014,0,100-999,,scooteristi,"political behavior, process",crowd dispersal,,100-999,,
Europe,Italy,Rome,25,10,2014,25,10,2014,0,>10000,,Italian General Confederation of Labor,labor wage dispute,ignore,,>10000,,
Europe,Italy,nationwide,15,11,2014,15,11,2014,0,2000-4999,,"workers, unions, FIOM union ",labor wage dispute,crowd dispersal,,2000-4999,,
Europe,Italy,national,16,1,2016,16,1,2016,0,>10000,,gay rights activists,social restrictions,ignore,,>10000,,
Europe,Italy,"Circus Maximus, Rome",30,1,2016,30,1,2016,0,5000-10000,,anti gay rights activists,social restrictions,ignore,,5000-10000,,
Europe,Italy,Rome,24,2,2016,24,2,2016,0,50-99,,gay rights activists,social restrictions,ignore,,50-99,,
Europe,Italy,"San Vitaliano, Italy",1,3,2016,1,3,2016,0,50-99,,pizzeria owners,"price increases, tax policy",ignore,,50-99,,
Europe,Italy,national; international,11,6,2016,11,6,2016,0,2000-4999,,gay rights activists,social restrictions,ignore,,2000-4999,,
Europe,Italy,"Gorino, Italy",15,10,2016,15,10,2016,0,100-999,,residents,"political behavior, process",ignore,,100-999,,
Europe,Italy,"Piazza del Popolo, Rome",27,11,2016,27,11,2016,0,>10000,,protesters,"political behavior, process",ignore,,>10000,,
Europe,Italy,"Naples, Italy",1,12,2016,1,12,2016,0,100-999,,activists,"political behavior, process",ignore,,100-999,,
Europe,Italy,"Palermo, Italy",2,12,2016,2,12,2016,0,50-99,,pro EU,"political behavior, process",ignore,,50-99,,
Europe,Italy,Rome,24,3,2017,6,4,2017,0,100-999,,residents,land farm issue,accomodation,,100-999,,
Europe,Italy,"Melendugno, Puglia",28,3,2017,28,3,2017,1,100-999,,residents,land farm issue,crowd dispersal,,100-999,,
Europe,Italy,Rome,1,5,2017,1,5,2017,0,50-99,,No Vax activists,social restrictions,ignore,,50-99,,
Europe,Italy,Rome,29,6,2017,29,6,2017,0,50-99,,Clash City Workers,labor wage dispute,ignore,,50-99,,
Europe,Italy,Venice,2,7,2017,2,7,2017,0,2000-4999,,protesters,social restrictions,ignore,,2000-4999,,
Europe,Italy,Sicily,15,7,2017,22,7,2017,0,50-99,,Five Star Movement,land farm issue,ignore,,50-99,,
Europe,Italy,Rome,26,8,2017,27,8,2017,0,5000-10000,,protesters,land farm issue,crowd dispersal,beatings,5000-10000,,
Europe,Italy,Ostia,10,11,2017,10,11,2017,0,50-99,,journalists,police brutality,ignore,,50-99,,
Europe,Italy,national,1,1,2018,9,1,2018,0,100-999,,protesters,social restrictions,ignore,,100-999,,
Europe,Italy,Turin,9,2,2018,9,2,2018,0,50-99,,Brothers of Italy,social restrictions,ignore,,50-99,,
Europe,Italy,Bologna,16,2,2018,16,2,2018,0,50-99,,Anti Fascists,social restrictions,crowd dispersal,,50-99,,
Europe,Italy,Rome,24,2,2018,24,2,2018,0,2000-4999,,Anti Fascists,social restrictions,ignore,,2000-4999,,
Europe,Italy,Foggia,8,8,2018,8,8,2018,0,100-999,,migrant workers,labor wage dispute,ignore,,100-999,,
Europe,Italy,Vatican,2,10,2018,2,10,2018,0,50-99,,sex abuse victims,"political behavior, process",ignore,,50-99,,
Europe,Italy,Rome,27,10,2018,27,10,2018,0,5000-10000,,residents,land farm issue,ignore,,5000-10000,,
Europe,Italy,national; global,25,11,2018,25,11,2018,0,5000-10000,,women,"political behavior, process",ignore,,5000-10000,,
Europe,Italy,Rome,29,12,2018,29,12,2018,0,100-999,,activists,land farm issue,ignore,,100-999,,
Europe,Italy,Rome,19,1,2019,19,1,2019,0,2000-4999,,women,"political behavior, process",ignore,,2000-4999,,
Europe,Italy,Milan,2,3,2019,2,3,2019,0,>10000,,pro migrant activists,"political behavior, process",ignore,,>10000,,
Europe,Italy,Ancona,15,3,2019,15,3,2019,0,50-99,,women,"political behavior, process",ignore,,50-99,,
Europe,Kosovo,Mitrovica,25,8,2009,25,8,2009,1,100-999,,Serbs,"political behavior, process",crowd dispersal,,100-999,,
Europe,Kosovo,Mitrovica,30,3,2010,30,3,2010,1,1000-1999,,Albanians,"political behavior, process",crowd dispersal,,1000-1999,,
Europe,Kosovo,Pristina,18,6,2010,18,6,2010,0,5000-10000,,protesters,"political behavior, process",ignore,,5000-10000,,
Europe,Kosovo,Pristina,22,6,2011,22,6,2011,0,2000-4999,,ethnic albanians,"political behavior, process",accomodation,,2000-4999,,
Europe,Kosovo,Kosovo Serbia border,25,7,2011,25,7,2011,1,50-99,,ethnic Serbs,"political behavior, process",crowd dispersal,,50-99,,
Europe,Kosovo,Serbia Kosovo border,16,9,2011,22,10,2011,0,50-99,,Serbs,"political behavior, process",crowd dispersal,,50-99,,
Europe,Kosovo,National,21,4,2013,21,4,2013,0,50-99,,Serbians,"political behavior, process",ignore,,50-99,,
Europe,Kosovo,Pristina,27,1,2015,27,1,2015,1,2000-4999,,protesters,removal of politician,crowd dispersal,,2000-4999,,
Europe,Kosovo,Pristina,13,10,2015,13,10,2015,1,50-99,,protesters,"political behavior, process",crowd dispersal,,50-99,,
Europe,Kosovo,Prisina,22,10,2015,22,10,2015,1,100-999,,protesters,"political behavior, process",crowd dispersal,,100-999,,
Europe,Kosovo,Pristina,17,11,2015,17,11,2015,1,50-99,,protesters,"political behavior, process",crowd dispersal,,50-99,,
Europe,Kosovo,Pristina,18,11,2015,18,11,2015,1,100-999,,protesters,"political behavior, process",crowd dispersal,,100-999,,
Europe,Kosovo,Pristina,9,1,2016,9,1,2016,1,>10000,,opposition supporters,removal of politician,crowd dispersal,arrests,>10000,,
Europe,Kosovo,Pristina,17,2,2016,19,2,2016,1,5000-10000,,opposition supporters,removal of politician,crowd dispersal,,5000-10000,,
Europe,Kosovo,Pristina,10,10,2017,10,10,2017,0,100-999,,gays,social restrictions,ignore,,100-999,,
Europe,Kosovo,Pristina,29,9,2018,29,9,2018,0,5000-10000,,opposition; Self Determination Party,"political behavior, process",ignore,,5000-10000,,
Europe,Kosovo,Mitrovica,23,11,2018,23,11,2018,0,5000-10000,,Serbians,police brutality,ignore,,5000-10000,,
Europe,Kosovo,Mitrovica,27,11,2018,27,11,2018,0,5000-10000,,Serbians,"political behavior, process",ignore,,5000-10000,,
Europe,Latvia,Riga,13,1,2009,13,1,2009,1,5000-10000,,unspecified,"political behavior, process",arrests,,5000-10000,,
Europe,Latvia,Riga,30,9,2010,30,9,2010,0,1000-1999,,trade unionists,"political behavior, process",ignore,,1000-1999,,
Europe,Latvia,Riga,28,2,2011,28,2,2011,0,100-999,,youths,"political behavior, process",ignore,,100-999,,
Europe,Latvia,Riga,24,3,2011,24,3,2011,0,1000-1999,,unspecified,"price increases, tax policy",ignore,,1000-1999,,
Europe,Latvia,Riga,4,5,2011,4,5,2011,0,100-999,,unspecified,"price increases, tax policy",ignore,,100-999,,
Europe,Latvia,Riga,2,6,2011,2,6,2011,0,1000-1999,,pro transparency NGO Delna,"political behavior, process",ignore,,1000-1999,,
Europe,Latvia,Riga,10,6,2011,10,6,2011,0,5000-10000,,unspecified,"political behavior, process",ignore,,5000-10000,,
Europe,Latvia,Riga,20,9,2011,20,9,2011,0,50-99,,students of the Latvian Culture College,"political behavior, process",ignore,,50-99,,
Europe,Latvia,Riga,12,10,2011,12,10,2011,0,100-999,,farmers,"price increases, tax policy",ignore,,100-999,,
Europe,Latvia,Riga,17,10,2011,17,10,2011,0,2000-4999,,pro Russia Harmony Center,"political behavior, process",ignore,,2000-4999,,
Europe,Latvia,Riga,4,11,2011,4,11,2011,0,100-999,,students,"political behavior, process",ignore,,100-999,,
Europe,Latvia,Riga,8,12,2011,8,12,2011,0,100-999,,unspecified,"political behavior, process",ignore,,100-999,,
Europe,Latvia,Riga,13,2,2012,13,2,2012,0,100-999,,youths,"political behavior, process",ignore,,100-999,,
Europe,Latvia,Riga,21,9,2012,21,9,2012,0,50-99,,employees of the Latvian State Probation Service ,labor wage dispute,ignore,,50-99,,
Europe,Latvia,Riga,14,11,2012,14,11,2012,0,100-999,,farmers,"price increases, tax policy",ignore,,100-999,,
Europe,Latvia,Riga,23,11,2012,23,11,2012,0,100-999,,students and lecturers from several Latvian universities,"political behavior, process",ignore,,100-999,,
Europe,Latvia,Riga,16,11,2017,16,11,2017,0,5000-10000,,Russian Union of Latvia,social restrictions,ignore,,5000-10000,,
Europe,Latvia,Riga,14,12,2017,14,12,2017,0,5000-10000,,Russian Union of Latvia,social restrictions,ignore,,5000-10000,,
Europe,Latvia,Riga,8,2,2018,8,2,2018,0,100-999,,Russian Union of Latvia,social restrictions,ignore,,100-999,,
Europe,Latvia,Riga,24,2,2018,24,2,2018,0,1000-1999,,Russian Union of Latvia,social restrictions,ignore,,1000-1999,,
Europe,Latvia,Riga,10,3,2018,10,3,2018,0,2000-4999,,Russian Union of Latvia,social restrictions,ignore,,2000-4999,,
Europe,Latvia,Riga,9,6,2018,9,6,2018,0,5000-10000,,LGBT activists,social restrictions,ignore,,5000-10000,,
Europe,Lithuania,Vilnius,16,1,2009,16,1,2009,1,5000-10000,,trade unions,"political behavior, process",crowd dispersal,arrests,5000-10000,,
Europe,Lithuania,Vilnis,29,9,2010,29,9,2010,0,100-999,,workers,"price increases, tax policy",ignore,,100-999,,
Europe,Lithuania,Vilnius,27,7,2013,27,7,2013,0,100-999,,gay and lesbian rights activists,social restrictions,ignore,,100-999,,
Europe,Lithuania,Vilnius,1,10,2015,1,10,2015,0,100-999,,protesters,"political behavior, process",ignore,,100-999,,
Europe,Lithuania,Vilnius,9,6,2018,9,6,2018,0,5000-10000,,LGBT activists,social restrictions,ignore,,5000-10000,,
Europe,Lithuania,Vilnius,9,12,2018,9,12,2018,0,5000-10000,,teachers,labor wage dispute,ignore,,5000-10000,,
Europe,Macedonia,Skopje,10,5,2010,10,5,2010,0,2000-4999,,protesters,"political behavior, process",ignore,,2000-4999,,
Europe,Macedonia,Skopje,10,5,2010,10,5,2010,0,2000-4999,,ethnic Albanians,social restrictions,ignore,,2000-4999,,
Europe,Macedonia,Skopje,25,11,2010,25,11,2010,0,2000-4999,,protesters,"political behavior, process",ignore,,2000-4999,,
Europe,Macedonia,Skopje,5,1,2011,5,1,2011,0,100-999,,tobacco farmers,"price increases, tax policy",ignore,,100-999,,
Europe,Macedonia,Skopje,10,6,2011,10,6,2011,0,2000-4999,,protesters,police brutality,ignore,,2000-4999,,
Europe,Macedonia,Skopje,4,7,2011,4,7,2011,0,100-999,,journalists,"political behavior, process",ignore,,100-999,,
Europe,Macedonia,Skopje,10,11,2011,10,11,2011,0,2000-4999,,Green Coalition,"political behavior, process",ignore,,2000-4999,,
Europe,Macedonia,Gostivar,1,3,2012,1,3,2012,0,5000-10000,,ethnic Albanians,police brutality,ignore,,5000-10000,,
Europe,Macedonia,Skopje,17,3,2012,17,3,2012,0,2000-4999,,protesters,"political behavior, process",ignore,,2000-4999,,
Europe,Macedonia,Skopje,14,4,2012,14,4,2012,0,100-999,,protesters,"political behavior, process",ignore,,100-999,,
Europe,Macedonia,Skopje,16,4,2012,16,4,2012,1,100-999,,protesters,"political behavior, process",crowd dispersal,,100-999,,
Europe,Macedonia,Skopje,4,5,2012,4,5,2012,0,2000-4999,,protesters,"political behavior, process",ignore,,2000-4999,,
Europe,Macedonia,"Skopje, Tetovo, Kumanovo, Gostivar",11,5,2012,11,5,2012,1,5000-10000,,protesters,"political behavior, process",ignore,,5000-10000,,
Europe,Macedonia,Skopje,13,5,2012,13,5,2012,0,100-999,,protesters,"political behavior, process",ignore,,100-999,,
Europe,Macedonia,Skopje,24,12,2012,24,12,2012,1,50-99,,protesters,"political behavior, process",arrests,,50-99,,
Europe,Macedonia,Skopje,11,1,2013,11,1,2013,0,2000-4999,,protesters,"political behavior, process",ignore,,2000-4999,,
Europe,Macedonia,Skopje,1,3,2013,1,3,2013,1,100-999,,protesters,"political behavior, process",ignore,,100-999,,
Europe,Macedonia,Skopje,2,3,2013,2,3,2013,1,100-999,,protesters,"political behavior, process",ignore,,100-999,,
Europe,Macedonia,Skopje,25,7,2013,25,7,2013,0,100-999,,protesters,"political behavior, process",ignore,,100-999,,
Europe,Macedonia,Skopje,4,8,2013,4,8,2013,0,50-99,,protesters,"political behavior, process",crowd dispersal,,50-99,,
Europe,Macedonia,Skopje,23,10,2013,23,10,2013,1,100-999,,protesters,"political behavior, process",crowd dispersal,,100-999,,
Europe,Macedonia,Skopje,17,12,2013,17,12,2013,0,100-999,,prostitutes,"political behavior, process",ignore,,100-999,,
Europe,Macedonia,Skopje,4,7,2014,4,7,2014,1,2000-4999,,ethnic albanians,"political behavior, process",crowd dispersal,arrests,2000-4999,,
Europe,Macedonia,Skopje,4,5,2015,4,5,2015,1,2000-4999,,protesters,removal of politician,crowd dispersal,,2000-4999,,
Europe,Macedonia,Skopje,16,5,2015,17,5,2015,0,>10000,,protesters,removal of politician,ignore,,>10000,,
Europe,Macedonia,Skopje,1,1,2016,15,1,2016,0,>10000,,opposition supporters,removal of politician,accomodation,,>10000,,
Europe,Macedonia,Skopje; national,12,4,2016,21,4,2016,1,5000-10000,,Protestiram movement,"political behavior, process",accomodation,ignore,5000-10000,,
Europe,Macedonia,Skopje,1,3,2017,5,3,2017,0,5000-10000,,nationalists,"political behavior, process",ignore,,5000-10000,,
Europe,Macedonia,Skopje; national,21,3,2017,21,3,2017,0,>10000,,nationalists,"political behavior, process",ignore,,>10000,,
Europe,Macedonia,Skopje,8,4,2017,8,4,2017,0,100-999,,Anima mundi,social restrictions,ignore,,100-999,,
Europe,Macedonia,Skopje,27,4,2017,28,4,2017,1,2000-4999,,protesters,"political behavior, process",crowd dispersal,,2000-4999,,
Europe,Macedonia,Skopje,1,5,2018,1,5,2018,0,100-999,,workers,labor wage dispute,ignore,,100-999,,
Europe,Macedonia,Skopje,2,6,2018,2,6,2018,0,>10000,,opposition,"political behavior, process",ignore,,>10000,,
Europe,Macedonia,Skopje,13,6,2018,13,6,2018,0,1000-1999,,protesters,"political behavior, process",ignore,,1000-1999,,
Europe,Macedonia,Skopje,23,6,2018,23,6,2018,0,2000-4999,,Youth for Macedonia,"political behavior, process",ignore,,2000-4999,,
Europe,Macedonia,Skopje,8,7,2018,8,7,2018,0,5000-10000,,opposition,"political behavior, process",ignore,,5000-10000,,
Europe,Macedonia,Skopje,28,11,2018,28,11,2018,0,5000-10000,,opposition,"political behavior, process",ignore,,5000-10000,,
Europe,Moldova,Chisinau,6,4,2009,6,4,2009,0,5000-10000,,"students, two NGOs","political behavior, process",ignore,,5000-10000,,
Europe,Moldova,Chisinau,7,4,2009,7,4,2009,1,>10000,,"anti Communist demonstrators, young Moldovans, Hyde Park and ThinkMoldova  youth movements , students","political behavior, process",crowd dispersal,arrests,>10000,,
Europe,Moldova,Chisinau,8,4,2009,8,4,2009,0,2000-4999,,Moldovans,"political behavior, process",crowd dispersal,,2000-4999,,
Europe,Moldova,Chisinau,10,4,2009,10,4,2009,0,50-99,,protesters,"political behavior, process",ignore,,50-99,,
Europe,Moldova,Chisinau,12,4,2009,12,4,2009,0,2000-4999,,middle aged Moldovans,"political behavior, process",ignore,,2000-4999,,
Europe,Moldova,Chisinau,11,12,2011,11,12,2011,0,100-999,,Communist Party of Moldova  PCRM  & activists,removal of politician,ignore,,100-999,,
Europe,Moldova,Chisinau,22,1,2012,25,1,2012,0,50-99,,"communists, opposition supporters","political behavior, process",ignore,,50-99,,
Europe,Moldova,Chisinau,16,3,2012,16,3,2012,0,2000-4999,,opposition Communists & supporters,"political behavior, process",ignore,,2000-4999,,
Europe,Moldova,nationwide,23,9,2013,17,10,2013,0,50-99,,Moldovan Communist Party activists,"political behavior, process",ignore,,50-99,,
Europe,Moldova,Chisinau,23,11,2013,23,11,2013,0,>10000,,"Communist Party supporters, elderly","political behavior, process",ignore,,>10000,,
Europe,Moldova,.,3,5,2015,3,5,2015,0,5000-10000,,protesters,"political behavior, process",ignore,,5000-10000,,
Europe,Moldova,Chisinau,6,9,2015,7,9,2015,0,>10000,,protesters,removal of politician,arrests,,>10000,,
